airport￨root
one￨nummod way￨root
ci0￨compound airport￨root
ground￨root ci0￨punct
code￨compound al0￨root
ci0￨compound airport￨root
al0￨root fn0￨flat
describ￨root ap0￨flat
ground￨compound transport￨root ci0￨punct
ground￨compound transport￨root ci0￨punct
what￨root is￨cop sa￨appos
what￨nsubj is￨cop ap0￨root
what￨nsubj is￨cop ap0￨root
onli￨discourse show￨root al0￨punct
explain￨root restrict￨xcomp rc0￨punct
are￨root there￨expl ani￨amod limousin￨compound or￨cc taxi￨compound servic￨conj avail￨nsubj at￨case the￨det ap0￨nmod
i￨nsubj need￨root a￨det late￨amod flight￨obj from￨case ci0￨nmod to￨mark ci1￨advcl on￨case da0￨obl
how￨advmod mani￨compound flight￨compound doe￨nsubj each￨det airlin￨nsubj have￨root with￨case book￨compound class￨obl fb0￨punct
i￨nsubj would￨aux like￨root a￨det list￨obj of￨case flight￨nmod from￨case ci0￨nmod to￨case ci1￨obl
i￨nsubj 'd￨aux like￨root to￨mark know￨xcomp the￨det earliest￨amod flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨root is￨cop the￨det cost￨nsubj of￨case the￨det air￨compound taxi￨compound oper￨nmod at￨case ap0￨nmod
i￨nsubj would￨aux like￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨mark ci1￨advcl on￨case al0￨obl
what￨det kind￨root of￨case plane￨compound fli￨nmod from￨case ci0￨nmod to￨mark ci1￨acl after￨advmod ti0￨punct
what￨root are￨cop the￨det cheapest￨amod one￨nummod way￨compound flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj the￨det cheapest￨amod fare￨obj from￨case ci0￨nmod to￨case ci1￨det one￨nummod way￨obl
what￨root is￨cop the￨det earliest￨amod flight￨nsubj on￨case da0￨nmod from￨case ci1￨nmod to￨case ci0￨nmod
what￨root is￨cop the￨det cost￨nsubj of￨case a￨det flight￨nmod from￨case ci1￨nmod to￨case ci0￨nmod
is￨root there￨expl a￨det flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨case da0￨obl even￨advmod
what￨root is￨cop the￨det ground￨nsubj transport￨compound avail￨nsubj in￨case the￨det citi￨nmod of￨case ci0￨nmod
how￨advmod mani￨compound flight￨nsubj come￨root from￨case ci0￨obl to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
show￨root me￨iobj your￨nmod:poss flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
are￨aux there￨nmod:poss ani￨amod flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨nsubj connect￨root in￨obl ci2￨punct
i￨nsubj need￨root inform￨xcomp for￨case flight￨compound leav￨compound ci0￨obl and￨cc arriv￨conj in￨case ci1￨nmod
pleas￨nsubj show￨root me￨obj again￨advmod first￨amod class￨compound fare￨obj from￨case ci0￨obl to￨case ci1￨obl
how￨advmod mani￨compound flight￨compound doe￨obj each￨det airlin￨nsubj have￨root with￨case first￨amod class￨compound servic￨obl
what￨root is￨cop the￨det avail￨compound ground￨compound transport￨nsubj between￨case ci0￨compound and￨cc ap0￨conj downtown￨obl
what￨root are￨cop the￨det flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod for￨case da0￨nmod dn0￨punct
i￨nsubj would￨aux like￨root to￨mark arrang￨xcomp a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
show￨root me￨iobj a￨det list￨obj of￨case the￨det flight￨nmod from￨case ci0￨nmod to￨case ci1￨obl
and￨cc how￨advmod can￨aux i￨nsubj get￨root to￨case the￨det ap0￨obl from￨case downtown￨obl ci0￨punct
what￨root are￨cop the￨det flight￨nsubj between￨case ci0￨nmod and￨cc ci1￨conj on￨case mn0￨nmod dn0￨punct
how￨advmod much￨root is￨cop a￨det round￨amod trip￨compound fare￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
when￨root is￨cop first￨amod flight￨nsubj in￨case the￨det morn￨nmod from￨case ci0￨nmod to￨case ci1￨nmod
could￨aux you￨nsubj find￨root me￨iobj the￨det cheapest￨amod fare￨obj from￨case ci1￨nmod to￨case ci0￨obl
do￨aux you￨nsubj have￨root a￨det flight￨obj from￨case ci0￨nmod to￨mark ci1￨advcl around￨advmod ti0￨punct
show￨root flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case al0￨obl with￨case fare￨compound inform￨obl
how￨advmod mani￨compound fare￨nsubj are￨root there￨expl one￨nummod way￨nsubj from￨case ci0￨nmod to￨nmod ci1￨punct
pleas￨nsubj list￨root the￨det flight￨compound leav￨obj from￨case ci0￨nmod to￨case ci1￨obl after￨advmod ti0￨obl
what￨det flight￨root from￨case ci0￨nmod to￨case ci1￨compound arriv￨nmod befor￨mark ti0￨acl on￨case da0￨obl
pleas￨nsubj show￨root me￨iobj all￨det round￨amod trip￨compound flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
thank￨root and￨cc what￨conj the￨det last￨amod flight￨nsubj back￨advmod from￨case ci0￨obl to￨case ci1￨obl
i￨nsubj 'd￨aux like￨root to￨mark arrang￨xcomp a￨det trip￨obj to￨case ci0￨nmod on￨case mn0￨obl dn0￨punct
i￨nsubj 'd￨aux like￨root to￨mark find￨xcomp the￨det cheapest￨amod fare￨obj from￨case ci0￨nmod to￨case ci1￨obl
can￨aux you￨nsubj list￨root all￨det flight￨obj that￨nsubj depart￨acl:relcl from￨case ci1￨obl to￨case ci0￨obl
show￨root the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case a￨det da0￨compound morn￨obl
first￨amod flight￨root and￨cc fare￨conj from￨case ci0￨nmod to￨case ci1￨nmod on￨case a￨det da0￨nmod
show￨root me￨iobj the￨det flight￨obj on￨case al0￨nmod from￨case ci0￨obl in￨case the￨det morn￨obl
what￨det flight￨root from￨case ci0￨nmod to￨case ci1￨nmod on￨case da0￨nmod with￨case dinner￨compound serv￨nmod
pleas￨nsubj tell￨root me￨iobj which￨det airlin￨nsubj has￨ccomp the￨det most￨advmod departur￨obj from￨obl ci0￨punct
what￨nsubj the￨det earliest￨amod flight￨root i￨nsubj can￨aux get￨acl:relcl between￨case ci0￨obl and￨cc ci1￨punct
give￨root me￨iobj a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨compound morn￨obl
show￨root me￨iobj all￨det:predet the￨det flight￨obj to￨case ci0￨nmod after￨case ti0￨nummod o'clock￨nummod pm￨obl
what￨root is￨cop the￨det cheapest￨amod one￨nummod way￨compound fare￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
what￨det flight￨nsubj are￨cop there￨root from￨case ci0￨obl to￨case ci1￨obl on￨case da0￨compound morn￨obl
what￨root is￨cop the￨det transport￨compound time￨nsubj from￨case the￨det ap0￨compound airport￨nmod to￨case ci0￨nmod
give￨root me￨obj return￨xcomp flight￨obj from￨case ci1￨obl to￨case ci0￨obl for￨case mn0￨obl dn0￨punct
what￨root is￨cop the￨det cheapest￨amod way￨nsubj to￨mark fli￨acl from￨case ci0￨obl to￨case ci1￨obl
i￨nsubj 'd￨aux like￨root to￨mark book￨xcomp a￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨compound pleas￨obl
pleas￨nsubj list￨root all￨det flight￨obj on￨case al0￨nmod out￨case of￨case ci0￨obl befor￨advmod ti0￨punct
show￨root me￨iobj all￨det:predet the￨det price￨obj of￨case flight￨nmod from￨case ci0￨nmod to￨case ci1￨obl
list￨root the￨det flight￨compound arriv￨obj in￨case ci0￨obl from￨case ci1￨obl on￨case mn0￨obl dn0￨punct
round￨amod trip￨compound flight￨root from￨case ci0￨nmod to￨case ci1￨det nonstop￨amod flight￨nmod if￨mark possibl￨nmod
what￨root is￨cop the￨det cheapest￨amod one￨nummod way￨compound ticket￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
how￨advmod mani￨compound flight￨nsubj go￨root from￨case ci0￨obl to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
what￨det ground￨compound transport￨nsubj is￨cop there￨root from￨case the￨det ap0￨obl to￨case ci0￨compound downtown￨nmod
show￨root me￨iobj the￨det cheapest￨amod one￨nummod way￨compound fare￨obj from￨case ci0￨nmod to￨case ci1￨obl
i￨nsubj 'd￨aux like￨root the￨det cheapest￨amod one￨nummod way￨compound fare￨obj from￨case ci1￨nmod to￨case ci0￨obl
what￨det flight￨nsubj go￨root from￨case ci0￨obl to￨mark ci1￨advcl on￨case al0￨obl on￨case da0￨obl
how￨advmod much￨amod doe￨obj it￨expl cost￨root to￨mark rent￨xcomp a￨det car￨obj in￨advmod ci0￨punct
what￨det flight￨nsubj are￨cop there￨root on￨case da0￨obl even￨advmod from￨case ci0￨obl to￨case ap0￨nmod
doe￨nsubj al0￨advmod have￨root an￨det earli￨amod afternoon￨compound flight￨obj from￨case ci1￨nmod to￨case ci0￨obl
i￨nsubj need￨root a￨det flight￨obj from￨case ci0￨nmod to￨mark ci1￨advcl leav￨compound da0￨obj even￨advmod
give￨root me￨iobj the￨det round￨amod trip￨obj coach￨compound fare￨obj from￨case ci0￨nmod to￨case ci1￨obl
what￨det flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod is￨cop the￨det least￨obl expens￨amod flight￨root
list￨root all￨det flight￨obj from￨case ci0￨nmod on￨case al0￨obl which￨nsubj depart￨acl:relcl after￨advmod ti0￨punct
give￨root me￨iobj the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case da0￨compound morn￨obl
could￨aux you￨nsubj show￨root me￨iobj all￨det:predet the￨det flight￨obj from￨case ci1￨nmod to￨case ci0￨obl
show￨root me￨obj all￨det connect￨xcomp flight￨obj on￨case al0￨obl between￨case ci1￨nmod and￨cc ci0￨conj
what￨root is￨cop the￨det ground￨nsubj transport￨compound avail￨nsubj in￨case the￨det citi￨nmod of￨case ci0￨nmod
what￨root is￨cop the￨det cheapest￨amod flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl on￨case da0￨obl
what￨det flight￨nsubj are￨aux avail￨root between￨case ci0￨obl and￨cc ci1￨conj on￨case mn0￨obl dn0￨punct
how￨advmod much￨root is￨cop a￨det round￨amod trip￨compound fare￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj the￨det cheapest￨amod one￨nummod way￨compound flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
i￨nsubj would￨aux like￨root to￨mark see￨xcomp the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
i￨nsubj 'd￨aux like￨root to￨mark see￨xcomp the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl again￨advmod
which￨det flight￨nsubj on￨case al0￨nmod and￨cc al1￨conj stop￨root in￨case ci0￨obl befor￨advmod ti0￨punct
give￨root me￨iobj all￨det:predet the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨det round￨amod trip￨obl
pleas￨nsubj list￨root the￨det al0￨amod flight￨obj from￨case ci0￨nmod to￨case ci1￨obl and￨cc fare￨conj
i￨nsubj would￨aux like￨root to￨mark fli￨xcomp from￨case ci0￨obl to￨case ci1￨obl and￨cc ci2￨conj
what￨root are￨cop the￨det cheapest￨amod one￨nummod way￨compound flight￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
show￨root me￨iobj flight￨compound da￨obj 0￨nummod night￨obl:tmod after￨case ti0￨obl for￨case ci0￨obl to￨nmod ci1￨punct
how￨advmod mani￨compound citi￨nsubj are￨cop serv￨root by￨case al0￨obl with￨case first￨amod class￨compound flight￨obl
show￨root me￨iobj the￨det cheapest￨amod flight￨compound round￨amod trip￨obj from￨case ci0￨nmod to￨case ci1￨obl
is￨root there￨nmod:poss ground￨nsubj transport￨nsubj from￨case ap0￨nmod to￨case the￨det ci0￨compound downtown￨compound area￨nmod
show￨root me￨iobj all￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
i￨nsubj would￨aux like￨root to￨mark fli￨xcomp on￨case al0￨obl from￨case ci1￨obl to￨case ci0￨obl
show￨root me￨iobj flight￨obj from￨case ci1￨nmod to￨case ci0￨obl that￨nsubj leav￨parataxis after￨advmod ti0￨punct
what￨root are￨cop the￨det coach￨compound fare￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod da0￨compound morn￨obl
what￨root is￨cop the￨det latest￨amod flight￨nsubj you￨nsubj have￨aux depart￨acl:relcl ci0￨advmod to￨obl ci1￨punct
show￨root flight￨obj from￨case ci0￨obl to￨mark ci1￨advcl that￨det arriv￨obj after￨case ti0￨nummod o'clock￨obl
pleas￨nsubj list￨root the￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
i￨nsubj would￨aux like￨root to￨mark leav￨xcomp around￨advmod ti0￨nummod o'clock￨obj in￨case the￨det morn￨obl
what￨root about￨case a￨det flight￨nmod from￨case ci1￨nmod to￨mark ci0￨mark stop￨acl in￨obl ci2￨punct
what￨nsubj are￨aux connect￨root flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case mn0￨obl dn0￨punct
is￨root there￨expl an￨det earli￨amod morn￨compound al0￨compound flight￨nsubj between￨case ci0￨nmod and￨cc ci1￨conj
could￨aux you￨nsubj show￨root me￨iobj all￨det weekday￨compound flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
show￨root me￨iobj all￨det:predet the￨det flight￨obj that￨nsubj go￨acl:relcl from￨case ci0￨obl to￨case ci1￨obl
what￨root the￨det lowest￨amod round￨amod trip￨compound fare￨nsubj from￨case ap0￨nmod to￨case ani￨nmod citi￨flat
how￨advmod much￨amod is￨cop a￨det al0￨amod ci0￨root to￨mark ci1￨acl daili￨amod nonstop￨amod flight￨obj
doe￨compound al0￨compound fli￨compound earli￨root in￨case the￨det morn￨nmod between￨case ap0￨nmod and￨cc ap1￨conj
i￨nsubj want￨root a￨det return￨compound flight￨obj from￨case ci0￨nmod to￨case ci1￨obl on￨case al0￨nmod
show￨root me￨iobj the￨det flight￨obj on￨case al0￨nmod from￨case ci0￨obl in￨case the￨det morn￨obl
what￨nsubj are￨aux connect￨root flight￨obj from￨case ci0￨nmod into￨case ci1￨obl on￨case mn0￨obl dn0￨punct
i￨nsubj 'd￨aux like￨root an￨det earli￨amod morn￨compound weekday￨compound flight￨obj from￨case ci0￨nmod to￨case ci1￨obl
how￨advmod mani￨compound nonstop￨amod flight￨nsubj go￨root from￨case ci0￨obl to￨case ci1￨compound mn0￨obl dn0￨punct
show￨root me￨iobj all￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨compound ci2￨obl or￨cc ci3￨conj
what￨det flight￨nsubj go￨root from￨case ci0￨obl to￨mark ci1￨advcl on￨case da0￨obl on￨case al0￨obl
i￨nsubj would￨aux like￨root a￨det flight￨obj from￨case ci0￨nmod to￨mark ci1￨advcl on￨case da0￨obl
find￨root the￨det earliest￨amod flight￨obj from￨case ci0￨nmod to￨mark ci1￨advcl that￨det serv￨compound breakfast￨obj
what￨root is￨cop the￨det last￨amod flight￨nsubj from￨case ci0￨nmod to￨mark ci1￨acl this￨obj da0￨punct
what￨root is￨cop the￨det cheapest￨amod round￨amod trip￨compound fare￨nsubj from￨case ci0￨nmod to￨case ci1￨nmod
what￨root is￨cop the￨det cheapest￨amod fare￨nsubj for￨case flight￨nmod from￨case ci0￨nmod to￨case ci1￨nmod
what￨det type￨nsubj of￨case aircraft￨nmod leav￨root after￨case ti0￨obl from￨case ci0￨obl to￨case ci1￨obl
doe￨compound al0￨compound provid￨amod ani￨compound first￨amod class￨compound flight￨root from￨case ci0￨nmod to￨case ci1￨nmod
i￨nsubj would￨aux like￨root to￨mark fli￨xcomp al0￨obj from￨case ci0￨obl to￨case ci1￨compound colorado￨obl
i￨nsubj actual￨nsubj want￨root to￨mark go￨xcomp from￨case ci0￨obl to￨case ci1￨obl via￨case ci2￨obl
show￨root me￨iobj all￨det flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj for￨case mn0￨obl dn0￨punct
al0￨discourse fn0￨aux ci0￨root to￨mark ci1￨xcomp what￨ccomp is￨cop the￨det round￨amod trip￨compound fare￨nsubj
list￨root all￨det al0￨obj from￨case ci1￨obl to￨mark ci0￨advcl with￨case fare￨compound code￨obl fb0￨punct
what￨root are￨cop the￨det flight￨compound avail￨nsubj after￨case ti0￨nmod between￨case ci1￨nmod and￨cc ci0￨conj
what￨root is￨cop the￨det fare￨nsubj on￨case al0￨det fn0￨nmod from￨case ci1￨nmod to￨case ci0￨nmod
show￨root me￨iobj all￨det flight￨obj between￨case ci0￨nmod and￨cc ci1￨conj for￨case mn0￨obl dn0￨punct
show￨root me￨iobj the￨det price￨obj of￨case all￨det flight￨nmod from￨case ci1￨nmod to￨case ci0￨obl
are￨root there￨nmod:poss ani￨amod flight￨compound avail￨nsubj from￨case ci0￨nmod to￨case ci1￨compound da0￨compound afternoon￨nmod
what￨nsubj the￨det differ￨root between￨case fare￨compound code￨compound fb0￨obl and￨cc fare￨compound code￨conj fb1￨punct
i￨nsubj 'd￨aux like￨root to￨mark see￨xcomp all￨det flight￨obj from￨case ci0￨nmod to￨case ci1￨obl again￨advmod
show￨root flight￨obj on￨case al0￨obl from￨case ci0￨obl to￨case ci1￨nsubj connect￨advcl through￨obl ci2￨punct
show￨root me￨iobj the￨det fare￨obj for￨case al0￨det fn0￨nmod from￨case ci0￨obl to￨case ci1￨obl
