airport￨NN￨root￨ROOT
one￨CD￨nummod￨way way￨NN￨root￨ROOT
ci0￨NNP￨compound￨airport airport￨NN￨root￨ROOT
ground￨NN￨root￨ROOT ci0￨.￨punct￨ground
code￨NN￨compound￨al0 al0￨NN￨root￨ROOT
ci0￨NNP￨compound￨airport airport￨NN￨root￨ROOT
al0￨NNP￨root￨ROOT fn0￨NNP￨flat￨al0
describ￨NNP￨root￨ROOT ap0￨NNP￨flat￨describ
ground￨NN￨compound￨transport transport￨NN￨root￨ROOT ci0￨.￨punct￨transport
ground￨NN￨compound￨transport transport￨NN￨root￨ROOT ci0￨.￨punct￨transport
what￨WP￨root￨ROOT is￨VBZ￨cop￨what sa￨NNP￨appos￨what
what￨WP￨nsubj￨ap0 is￨VBZ￨cop￨ap0 ap0￨JJ￨root￨ROOT
what￨WP￨nsubj￨ap0 is￨VBZ￨cop￨ap0 ap0￨JJ￨root￨ROOT
onli￨UH￨discourse￨show show￨VB￨root￨ROOT al0￨.￨punct￨show
explain￨VB￨root￨ROOT restrict￨VB￨xcomp￨explain rc0￨.￨punct￨explain
pleas￨NNS￨nsubj￨show show￨VBP￨root￨ROOT me￨PRP￨iobj￨show flight￨NN￨obj￨show from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨obl￨show on￨IN￨case￨da0 da0￨NNP￨obl￨show after￨IN￨case￨hour ti0￨DT￨det￨hour hour￨NN￨obl￨show
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨show tomorrow￨NN￨obl:tmod￨show which￨WDT￨nsubj￨serv serv￨VBP￨acl:relcl￨flight a￨DT￨det￨meal meal￨NN￨obj￨serv
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT a￨DT￨det￨schedul schedul￨NN￨obj￨like of￨IN￨case￨flight flight￨NN￨nmod￨schedul from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨mark￨ci1 ci1￨VB￨advcl￨like on￨IN￨case￨da0 da0￨NNP￨obl￨ci1
can￨MD￨aux￨give you￨PRP￨nsubj￨give give￨VB￨root￨ROOT me￨PRP￨iobj￨give a￨DT￨det￨list list￨NN￨obj￨give of￨IN￨case￨flight the￨DT￨det￨flight flight￨NN￨nmod￨list from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨give
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨fare cheapest￨JJS￨amod￨fare fare￨NN￨nsubj￨what that￨WDT￨obj￨get i￨PRP￨nsubj￨get can￨MD￨aux￨get get￨VB￨acl:relcl￨fare between￨IN￨case￨ci1 ci1￨NN￨obl￨get and￨CC￨cc￨ci0 ci0￨.￨punct￨what
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨TO￨mark￨ci0 ci0￨VB￨advcl￨show that￨DT￨det￨arriv arriv￨NN￨obj￨ci0 in￨IN￨case￨afternoon the￨DT￨det￨afternoon afternoon￨NN￨obl￨ci0
what￨WP￨root￨ROOT are￨VBP￨cop￨what the￨DT￨det￨fare coach￨NN￨compound￨fare fare￨NN￨nsubj￨what for￨IN￨case￨flight flight￨NN￨nmod￨fare from￨IN￨case￨ci0 ci0￨NNP￨nmod￨fare to￨IN￨case￨afternoon ci1￨NNP￨compound￨afternoon da0￨NNP￨compound￨afternoon afternoon￨NN￨nmod￨fare
i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT to￨TO￨mark￨travel travel￨VB￨xcomp￨want from￨IN￨case￨ci1 ci1￨NNP￨obl￨travel to￨IN￨mark￨ci0 ci0￨VB￨advcl￨travel with￨IN￨case￨stopov a￨DT￨det￨stopov stopov￨NN￨obl￨ci0 in￨IN￨case￨ci2 ci2￨NNP￨nmod￨stopov
list￨VB￨root￨ROOT all￨DT￨det￨flight al0￨DT￨det￨flight flight￨NN￨obj￨list which￨WDT￨nsubj￨leav leav￨VBP￨acl:relcl￨flight ci0￨VB￨acl:relcl￨flight on￨IN￨case￨da0 da0￨NN￨obl￨ci0 and￨CC￨cc￨stop stop￨VB￨conj￨list at￨IN￨obl￨stop ci1￨.￨punct￨list
i￨PRP￨nsubj￨like 'd￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨fli fli￨VB￨xcomp￨like from￨IN￨case￨ci0 ci0￨NNP￨obl￨fli to￨TO￨mark￨ci1 ci1￨VB￨advcl￨fli with￨IN￨case￨stop a￨DT￨det￨stop stop￨NN￨obl￨ci1 in￨IN￨nmod￨stop ci2￨.￨punct￨like
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨plan plan￨VB￨xcomp￨like a￨DT￨det￨flight flight￨NN￨obj￨plan on￨IN￨case￨al0 al0￨NNP￨nmod￨flight from￨IN￨case￨ci0 ci0￨NNP￨obl￨plan to￨IN￨case￨ci1 ci1￨NNP￨obl￨plan
what￨WP￨root￨ROOT are￨VBP￨cop￨what my￨PRP$￨nmod:poss￨choic choic￨NN￨nsubj￨what of￨IN￨case￨leav flight￨NN￨compound￨leav leav￨NN￨nmod￨choic earli￨NN￨compound￨afternoon afternoon￨NN￨nmod￨choic from￨IN￨case￨ci0 ci0￨NN￨nmod￨choic to￨IN￨case￨ci1 ci1￨NNP￨nmod￨ci0
i￨PRP￨nsubj￨like 'd￨MD￨aux￨like like￨VB￨root￨ROOT to￨TO￨mark￨find find￨VB￨xcomp￨like the￨DT￨det￨fare cheapest￨JJS￨amod￨fare one￨CD￨nummod￨way way￨NN￨compound￨fare fare￨NN￨obj￨find from￨IN￨case￨ci0 ci0￨NNP￨nmod￨fare to￨IN￨case￨ci1 ci1￨NNP￨obl￨find
all￨DT￨det￨flight flight￨NN￨nsubj￨arriv from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight that￨DT￨mark￨arriv arriv￨VBP￨root￨ROOT at￨IN￨case￨o'clock ti0￨CD￨nummod￨o'clock o'clock￨NN￨obl￨arriv next￨RB￨case￨da0 da0￨NN￨obl￨arriv
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨ticket cheapest￨JJS￨amod￨ticket ticket￨NN￨nsubj￨what from￨IN￨case￨ci1 ci1￨NNP￨nmod￨ticket to￨TO￨mark￨ci0 ci0￨VB￨acl￨ticket on￨IN￨case￨mn0 da0￨DT￨det￨mn0 mn0￨NN￨obl￨ci0 dn0￨.￨punct￨what
give￨VB￨root￨ROOT me￨PRP￨iobj￨give the￨DT￨det￨fare lowest￨JJS￨amod￨fare fare￨NN￨obj￨give from￨IN￨case￨ci0 ci0￨NN￨nmod￨fare to￨TO￨mark￨ci1 ci1￨VB￨advcl￨give on￨IN￨case￨pleas mn0￨DT￨det￨pleas dn0￨NN￨compound￨pleas pleas￨NNS￨obl￨ci1
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨cost cost￨NN￨nsubj￨what of￨IN￨case￨ticket a￨DT￨det￨ticket first￨JJ￨amod￨ticket class￨NN￨compound￨ticket ticket￨NN￨nmod￨cost from￨IN￨case￨ci0 ci0￨NN￨nmod￨ticket to￨IN￨case￨ci1 ci1￨NNP￨nmod￨ci0
what￨WP￨root￨ROOT are￨VBP￨cop￨what the￨DT￨det￨flight cheapest￨JJS￨amod￨flight flight￨NN￨nsubj￨what from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight that￨WDT￨nsubj￨stop stop￨VBP￨acl:relcl￨flight in￨IN￨obl￨stop ci2￨.￨punct￨what
how￨WRB￨advmod￨much much￨JJ￨amod￨doe doe￨NN￨obj￨cost it￨PRP￨expl￨cost cost￨VB￨root￨ROOT to￨TO￨mark￨go go￨VB￨xcomp￨cost from￨IN￨case￨downtown ci0￨NNP￨compound￨downtown downtown￨NN￨obl￨go to￨IN￨case￨airport ap0￨NNP￨compound￨airport airport￨NNP￨obl￨go
can￨MD￨aux￨tell you￨PRP￨nsubj￨tell tell￨VB￨root￨ROOT me￨PRP￨iobj￨tell the￨DT￨det￨fare cheapest￨JJS￨amod￨fare one￨CD￨nummod￨way way￨NN￨compound￨fare fare￨NN￨obj￨tell from￨IN￨case￨ci1 ci1￨NNP￨nmod￨fare to￨IN￨case￨ci0 ci0￨NNP￨obl￨tell
what￨WDT￨det￨flight flight￨NN￨nsubj￨arriv between￨IN￨case￨ap0 ap0￨NNP￨nmod￨flight and￨CC￨cc￨ci0 ci0￨NN￨conj￨ap0 arriv￨VBP￨root￨ROOT in￨IN￨case￨ci0 ci0￨NN￨obl￨arriv between￨IN￨case￨ti0 ti0￨NN￨nmod￨ci0 and￨CC￨cc￨ti1 ti1￨NNP￨conj￨ti0
what￨WDT￨det￨flight flight￨NN￨nsubj￨avail are￨VBP￨aux￨avail avail￨VB￨root￨ROOT from￨IN￨case￨ci0 ci0￨NN￨obl￨avail to￨IN￨case￨ci1 ci1￨NNP￨obl￨avail on￨IN￨case￨da0 da0￨NN￨obl￨avail of￨IN￨case￨week next￨JJ￨amod￨week week￨NN￨nmod￨da0
find￨VB￨root￨ROOT me￨PRP￨iobj￨find a￨DT￨det￨flight flight￨NN￨obj￨find from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight with￨IN￨case￨layov a￨DT￨det￨layov layov￨NN￨obl￨find in￨IN￨case￨ci2 ci2￨NNP￨nmod￨layov
i￨PRP￨nsubj￨wish wish￨VBP￨root￨ROOT to￨TO￨mark￨book book￨VB￨xcomp￨wish a￨DT￨det￨flight flight￨NN￨obj￨book from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨fare ci1￨DT￨det￨fare coach￨NN￨compound￨fare discount￨NN￨compound￨fare fare￨NN￨obl￨book
what￨WDT￨det￨type type￨NN￨root￨ROOT of￨IN￨case￨fli aircraft￨NN￨compound￨doe doe￨NN￨compound￨al0 al0￨NN￨compound￨fli fli￨NN￨nmod￨type from￨IN￨case￨ci0 ci0￨NN￨nmod￨fli to￨IN￨case￨ci1 ci1￨NNP￨nmod￨fli befor￨IN￨case￨ci1 ti0￨.￨punct￨type
can￨MD￨aux￨tell you￨PRP￨nsubj￨tell tell￨VB￨root￨ROOT me￨PRP￨obj￨tell about￨IN￨case￨transport ground￨NN￨compound￨transport transport￨NN￨obl￨tell between￨IN￨case￨ap0 the￨DT￨det￨ap0 ap0￨NN￨nmod￨transport and￨CC￨cc￨downtown downtown￨NN￨conj￨ap0 ci0￨.￨punct￨tell
could￨MD￨aux￨pleas you￨PRP￨nsubj￨pleas pleas￨VB￨root￨ROOT give￨VB￨xcomp￨pleas me￨PRP￨iobj￨give a￨DT￨det￨fare one￨CD￨nummod￨way way￨NN￨compound￨fare fare￨NN￨obj￨give from￨IN￨case￨ci0 ci0￨NN￨nmod￨fare to￨IN￨case￨ci1 ci1￨NNP￨obl￨give
i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT a￨DT￨det￨flight nonstop￨JJ￨amod￨flight flight￨NN￨obj￨want from￨IN￨case￨ci0 ci0￨NNP￨obl￨want to￨TO￨mark￨ci1 ci1￨VB￨advcl￨want that￨WDT￨nsubj￨leav leav￨VBP￨parataxis￨want da0￨NN￨compound￨morn morn￨NN￨obj￨leav
tell￨VB￨root￨ROOT me￨PRP￨obj￨tell about￨IN￨case￨flight flight￨NN￨obl￨tell on￨IN￨case￨al0 al0￨NN￨nmod￨flight from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨obl￨tell on￨IN￨case￨mn0 mn0￨NNP￨obl￨tell dn0￨.￨punct￨tell
list￨VB￨root￨ROOT the￨DT￨det￨flight cheapest￨JJS￨amod￨flight one￨CD￨nummod￨way way￨NN￨compound￨flight flight￨NN￨obj￨list from￨IN￨case￨florida ci0￨NNP￨compound￨florida florida￨NNP￨nmod￨flight to￨IN￨case￨carolina ci1￨DT￨det￨carolina north￨NNP￨compound￨carolina carolina￨NNP￨obl￨list
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨flight earliest￨JJS￨amod￨flight flight￨NN￨nsubj￨what that￨WDT￨obj￨take i￨PRP￨nsubj￨take can￨MD￨aux￨take take￨VB￨acl:relcl￨flight from￨IN￨case￨ci0 ci0￨NN￨obl￨take to￨IN￨case￨that ci1￨.￨punct￨what
what￨WDT￨det￨time time￨NN￨root￨ROOT are￨VBP￨cop￨time the￨DT￨det￨leav flight￨NN￨compound￨leav leav￨NN￨nsubj￨time from￨IN￨case￨ci0 ci0￨NNP￨nmod￨leav to￨IN￨case￨ci1 ci1￨NNP￨nmod￨leav on￨IN￨case￨mn0 mn0￨NNP￨nmod￨leav dn0￨.￨punct￨time
pleas￨NNS￨nsubj￨list list￨VBP￨root￨ROOT the￨DT￨det￨flight cheapest￨JJS￨amod￨flight flight￨NN￨obj￨list from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨arriv ci1￨NNP￨compound￨arriv arriv￨NN￨obl￨list on￨IN￨case￨mn0 mn0￨NNP￨obl￨list dn0￨.￨punct￨list
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨PDT￨det:predet￨al0 the￨DT￨det￨al0 al0￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NN￨obl￨show to￨TO￨mark￨ci1 ci1￨VB￨advcl￨show that￨DT￨det￨leav leav￨VBP￨obj￨ci1 at￨IN￨case￨ti0 ti0￨NN￨obl￨ci1
list￨VB￨root￨ROOT the￨DT￨det￨flight flight￨NN￨obj￨list from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨obl￨list which￨WDT￨nsubj￨have have￨VBP￨acl:relcl￨flight a￨DT￨det￨layov layov￨NN￨obj￨have in￨IN￨nmod￨layov ci2￨.￨punct￨list
what￨WDT￨det￨kind kind￨NN￨nsubj￨use of￨IN￨case￨airplan airplan￨NN￨nmod￨kind are￨VBP￨aux￨use use￨VBN￨root￨ROOT by￨IN￨case￨fli al0￨NN￨compound￨fli fli￨NN￨obl￨use between￨IN￨case￨ci0 ci0￨NN￨nmod￨fli and￨CC￨cc￨ci1 ci1￨NNP￨conj￨ci0
i￨PRP￨nsubj￨like would￨MD￨aux￨like like￨VB￨root￨ROOT a￨DT￨det￨flight nonstop￨JJ￨amod￨flight flight￨NN￨obj￨like from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨TO￨mark￨ci0 ci0￨VB￨advcl￨like on￨IN￨case￨mn0 mn0￨NNP￨obl￨ci0 dn0￨.￨punct￨like
give￨VB￨root￨ROOT me￨PRP￨iobj￨give all￨DT￨det￨flight flight￨NN￨obj￨give from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨give next￨JJ￨amod￨week week￨NN￨obl:tmod￨give arriv￨RB￨advmod￨after after￨RB￨advmod￨give ti0￨.￨punct￨give
what￨WDT￨det￨flight flight￨NN￨nsubj￨avail are￨VBP￨aux￨avail avail￨VB￨root￨ROOT from￨IN￨case￨ci0 ci0￨NN￨obl￨avail to￨IN￨case￨ci1 ci1￨NN￨obl￨avail with￨IN￨case￨fare one￨CD￨nummod￨way way￨NN￨obl￨avail economi￨NN￨compound￨fare fare￨NN￨obl￨avail
on￨IN￨case￨da0 da0￨NN￨obl￨ci1 what￨WDT￨det￨flight flight￨NN￨nsubj￨ci1 leav￨VBP￨aux￨ci1 ci1￨VB￨root￨ROOT to￨TO￨mark￨ci0 ci0￨VB￨xcomp￨ci1 minnesota￨NNP￨obj￨ci0 and￨CC￨cc￨leav leav￨VB￨conj￨ci0 after￨RB￨advmod￨leav ti0￨.￨punct￨ci1
what￨WDT￨det￨flight al0￨DT￨det￨flight flight￨NN￨root￨ROOT from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨mark￨depart ci1￨NNP￨nsubj￨depart depart￨VB￨acl￨flight ci0￨RB￨advmod￨depart after￨IN￨mark￨ti0 ti0￨VBG￨advcl￨depart on￨IN￨obl￨ti0 da0￨.￨punct￨flight
all￨DT￨det￨flight flight￨NN￨nsubj￨arriv from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight that￨DT￨mark￨arriv arriv￨VBP￨root￨ROOT at￨IN￨case￨o'clock ti0￨CD￨nummod￨o'clock o'clock￨NN￨obl￨arriv next￨RB￨case￨da0 da0￨NN￨obl￨arriv
i￨PRP￨nsubj￨sorri 'm￨VBP￨cop￨sorri sorri￨JJ￨root￨ROOT i￨PRP￨nsubj￨want want￨VBP￨ccomp￨sorri to￨TO￨mark￨book book￨VB￨xcomp￨want a￨DT￨det￨flight flight￨NN￨obj￨book from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨colorado ci1￨NNP￨compound￨colorado colorado￨NNP￨obl￨book
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨time arriv￨JJ￨amod￨time time￨NN￨nsubj￨what in￨IN￨case￨ci0 ci0￨NN￨nmod￨time for￨IN￨case￨leav the￨DT￨det￨leav ti0￨JJ￨amod￨leav flight￨NN￨compound￨leav leav￨NN￨nmod￨time ci1￨.￨punct￨what
show￨VB￨root￨ROOT me￨PRP￨iobj￨show all￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NN￨nmod￨flight that￨WDT￨nsubj￨go go￨VBP￨acl:relcl￨flight to￨IN￨case￨ci2 ci1￨DT￨det￨ci2 ci2￨NN￨obl￨go or￨CC￨cc￨ci3 ci3￨NNP￨conj￨ci2
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨way cheapest￨JJS￨amod￨way way￨NN￨nsubj￨what to￨TO￨mark￨travel travel￨VB￨acl￨way round￨JJ￨amod￨trip trip￨NN￨obj￨travel from￨IN￨case￨ci1 ci1￨NNP￨obl￨travel to￨IN￨case￨ci0 ci0￨NNP￨obl￨travel
i￨PRP￨nsubj￨want want￨VBP￨root￨ROOT a￨DT￨det￨flight flight￨NN￨obj￨want from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨mark￨ci1 ci1￨VB￨advcl￨want that￨WDT￨nsubj￨leav leav￨VBP￨ccomp￨ci1 earli￨NN￨compound￨da0 da0￨NN￨compound￨morn morn￨NN￨obj￨leav
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨fli earliest￨JJS￨amod￨fli flight￨NN￨compound￨fli fli￨NN￨nsubj￨what from￨IN￨case￨ci0 ci0￨NNP￨nmod￨fli to￨IN￨case￨ci1 ci1￨NNP￨nmod￨fli on￨IN￨case￨mn0 mn0￨NNP￨nmod￨fli dn0￨.￨punct￨what
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨flight last￨JJ￨amod￨flight flight￨NN￨nsubj￨what of￨IN￨case￨day the￨DT￨det￨day day￨NN￨nmod￨flight to￨TO￨mark￨leav leav￨VB￨acl￨flight ci0￨NN￨obj￨leav for￨IN￨obl￨leav ci1￨.￨punct￨what
do￨VBP￨aux￨have you￨PRP￨nsubj￨have have￨VB￨root￨ROOT a￨DT￨det￨flight flight￨NN￨obj￨have from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨carolina ci1￨DT￨det￨carolina north￨NNP￨compound￨carolina carolina￨NNP￨nmod￨flight next￨JJ￨amod￨da0 da0￨NN￨obl:tmod￨have
what￨WDT￨det￨flight flight￨NN￨nsubj￨avail are￨VBP￨aux￨avail avail￨VB￨root￨ROOT from￨IN￨case￨ci0 ci0￨NN￨obl￨avail to￨IN￨case￨ci1 ci1￨NN￨obl￨avail with￨IN￨case￨fare one￨CD￨nummod￨way way￨NN￨obl￨avail economi￨NN￨compound￨fare fare￨NN￨obl￨avail
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨show with￨IN￨case￨fare a￨DT￨det￨fare fare￨NN￨obl￨show of￨IN￨case￨do0 do0￨NN￨nmod￨fare
i￨PRP￨nsubj￨like 'd￨MD￨aux￨like like￨VB￨root￨ROOT inform￨VB￨xcomp￨like on￨IN￨case￨flight a￨DT￨det￨flight flight￨NN￨obl￨inform from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨mark￨ci1 ci1￨VB￨advcl￨inform a￨DT￨det￨flight morn￨NN￨compound￨flight flight￨NN￨obj￨ci1
i￨PRP￨nsubj￨need need￨VBP￨root￨ROOT a￨DT￨det￨flight flight￨NN￨obj￨need from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨mark￨ci1 ci1￨VB￨advcl￨need on￨IN￨case￨al0 al0￨NNP￨obl￨ci1 on￨IN￨case￨mn0 mn0￨NNP￨obl￨ci1 dn0￨.￨punct￨need
i￨PRP￨nsubj￨interest am￨VBP￨cop￨interest also￨RB￨advmod￨interest interest￨NN￨root￨ROOT in￨IN￨case￨flight a￨DT￨det￨flight flight￨NN￨nmod￨interest that￨WDT￨nsubj￨run run￨VBD￨acl:relcl￨flight from￨IN￨case￨ci0 ci0￨NNP￨obl￨run to￨IN￨case￨ci1 ci1￨NNP￨obl￨run
give￨VB￨root￨ROOT me￨PRP￨iobj￨give al0￨DT￨det￨flight flight￨NN￨obj￨give from￨IN￨case￨ci0 ci0￨NN￨nmod￨flight to￨TO￨mark￨ci1 ci1￨NNP￨obl￨give on￨IN￨case￨da0 da0￨NN￨nmod￨ci1 and￨CC￨cc￨on on￨RB￨conj￨da0 da1￨NNP￨conj￨give
do￨VBP￨aux￨have you￨PRP￨nsubj￨have have￨VB￨root￨ROOT ground￨NN￨compound￨transport transport￨NN￨obj￨have between￨IN￨case￨airport ap0￨DT￨det￨airport airport￨NN￨nmod￨transport and￨CC￨cc￨ci0 ci0￨VB￨conj￨have downtown￨NN￨obj￨ci0 in￨IN￨case￨ci0 ci0￨NNP￨obl￨ci0
can￨MD￨aux￨list you￨PRP￨nsubj￨list list￨VB￨root￨ROOT all￨DT￨det￨flight nonstop￨JJ￨amod￨flight flight￨NN￨obj￨list depart￨VB￨xcomp￨list from￨IN￨case￨ci0 ci0￨NNP￨obl￨depart and￨CC￨cc￨arriv arriv￨NNP￨conj￨ci0 in￨IN￨case￨ci1 ci1￨NNP￨obl￨depart
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨flight flight￨NN￨obj￨show from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight which￨WDT￨nsubj￨ci1 leav￨VBZ￨aux￨ci1 ci1￨VB￨acl:relcl￨flight after￨RB￨advmod￨ci1 ti0￨.￨punct￨show
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨cost cost￨NN￨nsubj￨what for￨IN￨case￨trip a￨DT￨det￨trip one￨CD￨nummod￨way way￨NN￨compound￨trip trip￨NN￨nmod￨cost from￨IN￨case￨ci0 ci0￨NNP￨nmod￨trip to￨IN￨case￨ci1 ci1￨NNP￨nmod￨trip
can￨MD￨aux￨tell you￨PRP￨nsubj￨tell tell￨VB￨root￨ROOT me￨PRP￨obj￨tell how￨WRB￨advmod￨get to￨TO￨mark￨get get￨VB￨xcomp￨tell from￨IN￨case￨ap0 the￨DT￨det￨ap0 ap0￨NN￨obl￨get to￨IN￨mark￨ci0 ci0￨VB￨advcl￨get downtown￨NN￨obj￨ci0
are￨VBP￨root￨ROOT there￨EX￨expl￨are ani￨DT￨det￨flight nonstop￨JJ￨amod￨flight flight￨NN￨nsubj￨are from￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight to￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight on￨IN￨case￨mn0 da0￨NNP￨compound￨mn0 mn0￨NN￨obl￨are dn0￨.￨punct￨are
how￨WRB￨advmod￨leav mani￨NNP￨compound￨doe first￨JJ￨amod￨class class￨NN￨compound￨doe flight￨NN￨compound￨doe doe￨NN￨nsubj￨leav al0￨MD￨aux￨leav have￨VBP￨aux￨leav leav￨NN￨root￨ROOT from￨IN￨case￨airport all￨DT￨det￨airport airport￨NN￨obl￨leav today￨NN￨obl:tmod￨leav
list￨VB￨root￨ROOT all￨DT￨det￨flight flight￨NN￨obj￨list on￨IN￨case￨al0 al0￨NN￨obl￨list from￨IN￨case￨ci0 ci0￨NNP￨obl￨list to￨IN￨case￨ci1 ci1￨NNP￨obl￨list which￨WDT￨nsubj￨depart depart￨VBP￨acl:relcl￨flight after￨RB￨advmod￨depart ti0￨.￨punct￨list
are￨VBP￨root￨ROOT there￨PRP$￨nmod:poss￨flight ani￨JJ￨amod￨flight flight￨NN￨nsubj￨are from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight which￨WDT￨nsubj￨stop stop￨VBP￨acl:relcl￨flight over￨RB￨advmod￨stop in￨IN￨case￨ci2 ci2￨NNP￨obl￨stop
what￨WDT￨det￨kind kind￨NN￨nsubj￨use of￨IN￨case￨aircraft aircraft￨NN￨nmod￨kind is￨VBZ￨aux￨use use￨VB￨root￨ROOT on￨IN￨case￨flight a￨DT￨det￨flight flight￨NN￨obl￨use from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨obl￨use
give￨VB￨root￨ROOT me￨PRP￨iobj￨give the￨DT￨det￨flight flight￨NN￨obj￨give and￨CC￨cc￨fare fare￨NN￨conj￨flight on￨IN￨case￨dn0 m￨NN￨compound￨dn0 n0￨NN￨nummod￨m dn0￨NN￨nmod￨flight from￨IN￨case￨ci0 ci0￨NN￨obl￨give to￨IN￨case￨ci1 ci1￨NNP￨nmod￨ci0
what￨WP￨root￨ROOT are￨VBP￨cop￨what the￨DT￨det￨flight flight￨NN￨nsubj￨what from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨IN￨case￨ci1 ci1￨NNP￨nmod￨flight also￨RB￨advmod￨mn0 on￨IN￨case￨mn0 da0￨DT￨det￨mn0 mn0￨NN￨obl￨what dn0￨.￨punct￨what
what￨WP￨root￨ROOT is￨VBZ￨cop￨what the￨DT￨det￨flight latest￨JJS￨amod￨flight flight￨NN￨nsubj￨what from￨IN￨case￨ci0 ci0￨NNP￨nmod￨flight to￨TO￨mark￨ci1 ci1￨VB￨acl￨flight that￨WDT￨obj￨ci1 serv￨IN￨case￨meal a￨DT￨det￨meal meal￨NN￨obl￨ci1
show￨VB￨root￨ROOT me￨PRP￨iobj￨show the￨DT￨det￨fare cheapest￨JJS￨amod￨fare fare￨NN￨obj￨show from￨IN￨case￨ci1 ci1￨NN￨nmod￨fare to￨IN￨case￨leav ci0￨NNP￨compound￨leav leav￨NN￨obl￨show on￨IN￨case￨da0 a￨DT￨det￨da0 da0￨NN￨obl￨show
